"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,133741,CME ,00,133 ,   20897,    1675,    4957,     145,   12290,       0,     268,    2938,   12252,    1108,     614,    1074,     268,   19306,   20072,    1591,     825,     218,     100,     173,     -27,    -503,       0,      48,     296,     129,     260,    -148,    -572,      36,      62,      47,     156,     171,  100.0,    8.0,   23.7,    0.7,   58.8,    0.0,    1.3,   14.1,   58.6,    5.3,    2.9,    5.1,    1.3,   92.4,   96.1,    7.6,    3.9,    110,      8,      7,.,     18,      0,.,     24,     36,     19,     10,      6,      5,     82,     57,    55.5,    43.2,    63.2,    61.6,    54.6,    42.9,    62.2,    59.7,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,133741,CME ,00,133 ,   20679,    1575,    4784,     172,   12793,       0,     220,    2642,   12123,     848,     762,    1646,     232,   19244,   20025,    1435,     654,   -2136,     -13,     767,    -804,     366,     -42,    -202,    -330,     795,   -1174,     474,   -1016,    -275,   -1958,   -1951,    -178,    -185,  100.0,    7.6,   23.1,    0.8,   61.9,    0.0,    1.1,   12.8,   58.6,    4.1,    3.7,    8.0,    1.1,   93.1,   96.8,    6.9,    3.2,    114,      8,      7,.,     18,      0,.,     28,     37,     20,      9,      6,.,     80,     62,    58.8,    43.4,    65.9,    63.6,    57.9,    42.9,    65.0,    61.6,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,133741,CME ,00,133 ,   22815,    1588,    4017,     976,   12427,      42,     422,    2972,   11328,    2022,     288,    2662,     507,   21202,   21976,    1613,     839,    -471,    -333,   -1022,     468,    -397,      27,     227,    -606,   -2085,     485,    -325,    1174,     144,    -337,    -582,    -134,     111,  100.0,    7.0,   17.6,    4.3,   54.5,    0.2,    1.8,   13.0,   49.7,    8.9,    1.3,   11.7,    2.2,   92.9,   96.3,    7.1,    3.7,    118,      8,      7,.,     17,.,      5,     33,     36,     27,      8,      6,      4,     84,     73,    53.2,    42.4,    61.0,    59.2,    51.6,    40.6,    57.1,    53.7,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,133741,CME ,00,133 ,   23286,    1921,    5039,     508,   12824,      15,     195,    3578,   13413,    1537,     613,    1488,     363,   21539,   22558,    1747,     728,   -3560,    1015,   -1222,     -87,   -1515,      15,      27,      -1,   -1585,    -328,   -2871,    -400,      14,   -3746,   -3566,     186,       6,  100.0,    8.2,   21.6,    2.2,   55.1,    0.1,    0.8,   15.4,   57.6,    6.6,    2.6,    6.4,    1.6,   92.5,   96.9,    7.5,    3.1,    127,      8,      6,      5,     21,.,      5,     36,     35,     23,     11,      6,      5,     97,     68,    50.8,    42.1,    57.8,    57.6,    50.3,    40.4,    56.9,    55.2,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,133741,CME ,00,133 ,   26846,     906,    6261,     595,   14339,       0,     168,    3579,   14998,    1865,    3484,    1888,     349,   25285,   26124,    1561,     722,    3267,      24,     394,     234,    1615,       0,       1,     262,    1382,     702,     507,     484,      45,    3390,    3242,    -123,      25,  100.0,    3.4,   23.3,    2.2,   53.4,    0.0,    0.6,   13.3,   55.9,    6.9,   13.0,    7.0,    1.3,   94.2,   97.3,    5.8,    2.7,    131,      5,     10,      5,     22,      0,.,     35,     34,     24,     16,      7,      4,     98,     69,    56.0,    36.1,    63.1,    52.6,    55.6,    34.6,    61.2,    50.7,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,133741,CME ,00,133 ,   23579,     882,    5867,     361,   12724,       0,     167,    3317,   13616,    1163,    2977,    1404,     304,   21895,   22882,    1684,     697,    1053,     -94,      26,     -83,     862,       0,    -150,     499,     967,    -130,     815,     866,    -205,    1514,    1291,    -461,    -238,  100.0,    3.7,   24.9,    1.5,   54.0,    0.0,    0.7,   14.1,   57.7,    4.9,   12.6,    6.0,    1.3,   92.9,   97.0,    7.1,    3.0,    118,      4,      9,.,     19,      0,.,     33,     32,     16,     14,      6,.,     83,     59,    56.1,    41.2,    63.0,    57.0,    55.6,    39.8,    62.1,    55.2,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
"MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,133742,CME ,00,133 ,   19838,     157,    7788,      29,     769,    4708,      73,   10444,    4214,    1183,    3097,     787,      46,   15798,   18828,    4040,    1010,    3758,    -531,    2445,    -916,     -28,       0,      20,    3247,    1084,     842,     780,      54,       9,    3423,    3538,     335,     220,  100.0,    0.8,   39.3,    0.1,    3.9,   23.7,    0.4,   52.6,   21.2,    6.0,   15.6,    4.0,    0.2,   79.6,   94.9,   20.4,    5.1,    115,.,      4,.,      4,.,.,     24,     13,      9,     50,     17,.,     88,     41,    52.1,    72.3,    58.9,    85.2,    48.0,    71.9,    54.9,    80.8,"(Bitcoin X $0.10)","133742","CME ","133 ","F85","FutOnly"
"MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,133742,CME ,00,133 ,   16080,     688,    5343,     945,     797,    4708,      53,    7197,    3130,     341,    2317,     733,      37,   12375,   15290,    3705,     790,    4071,     487,    2874,     925,      -8,       0,      -3,    2385,      73,      10,     255,     243,       4,    4055,    4126,      16,     -55,  100.0,    4.3,   33.2,    5.9,    5.0,   29.3,    0.3,   44.8,   19.5,    2.1,   14.4,    4.6,    0.2,   77.0,   95.1,   23.0,    4.9,    105,      4,.,.,      4,.,.,     22,     11,      8,     43,     17,.,     78,     40,    47.8,    77.5,    55.2,    86.2,    41.0,    76.5,    48.4,    80.3,"(Bitcoin X $0.10)","133742","CME ","133 ","F85","FutOnly"
"MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,133742,CME ,00,133 ,   12009,     201,    2469,      20,     805,    4708,      56,    4812,    3057,     331,    2062,     490,      33,    8320,   11164,    3689,     845,  -12252,   -3232,   -4113,    -424,     -13,     -25,      10,   -4106,   -4327,   -2470,   -1546,    -652,     -14,  -11795,  -12015,    -457,    -237,  100.0,    1.7,   20.6,    0.2,    6.7,   39.2,    0.5,   40.1,   25.5,    2.8,   17.2,    4.1,    0.3,   69.3,   93.0,   30.7,    7.0,     93,      4,.,.,      4,.,.,     20,     10,      7,     40,     12,.,     72,     32,    37.7,    78.2,    44.5,    85.7,    36.3,    77.8,    43.1,    84.5,"(Bitcoin X $0.10)","133742","CME ","133 ","F85","FutOnly"
"MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,133742,CME ,00,133 ,   24261,    3433,    6582,     444,     818,    4733,      46,    8918,    7384,    2801,    3608,    1142,      47,   20115,   23179,    4146,    1082,    3614,    3183,      58,     -13,      23,    1938,     -64,     714,    1126,     170,     -89,     178,      30,    3954,    3423,    -340,     191,  100.0,   14.2,   27.1,    1.8,    3.4,   19.5,    0.2,   36.8,   30.4,   11.5,   14.9,    4.7,    0.2,   82.9,   95.5,   17.1,    4.5,    103,      4,.,.,      5,.,.,     18,     11,      7,     45,     15,.,     80,     35,    55.3,    80.6,    64.9,    89.4,    49.6,    68.4,    55.3,    76.9,"(Bitcoin X $0.10)","133742","CME ","133 ","F85","FutOnly"
"MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,133742,CME ,00,133 ,   20647,     250,    6524,     457,     795,    2795,     110,    8204,    6258,    2631,    3697,     964,      17,   16161,   19756,    4486,     891,    6501,      16,    4243,     -42,     -54,    -198,      25,    3991,    1034,    1521,     806,      57,       7,    6270,    6647,     231,    -146,  100.0,    1.2,   31.6,    2.2,    3.9,   13.5,    0.5,   39.7,   30.3,   12.7,   17.9,    4.7,    0.1,   78.3,   95.7,   21.7,    4.3,    111,.,.,.,      6,.,.,     21,      8,      7,     53,     16,.,     91,     32,    45.6,    78.1,    53.6,    89.2,    36.7,    64.9,    42.9,    74.9,"(Bitcoin X $0.10)","133742","CME ","133 ","F85","FutOnly"
"MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,133742,CME ,00,133 ,   14146,     234,    2281,     499,     849,    2993,      85,    4213,    5224,    1110,    2891,     907,      10,    9891,   13109,    4255,    1037,    3742,      84,    1187,     490,    -581,    2891,       1,    2675,   -1184,     449,     -58,     -36,       3,    3063,    3801,     679,     -59,  100.0,    1.7,   16.1,    3.5,    6.0,   21.2,    0.6,   29.8,   36.9,    7.8,   20.4,    6.4,    0.1,   69.9,   92.7,   30.1,    7.3,    107,      4,.,.,      6,.,.,     19,     11,      7,     48,     14,.,     83,     35,    27.7,    72.8,    39.9,    80.2,    27.1,    65.8,    34.3,    71.2,"(Bitcoin X $0.10)","133742","CME ","133 ","F85","FutOnly"
"MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,133742,CME ,00,133 ,   10404,     150,    1094,       9,    1430,     102,      84,    1538,    6408,     661,    2949,     943,       7,    6828,    9308,    3576,    1096,   -4230,   -2300,   -5179,     -39,     -40,      64,      33,   -1425,    1156,    -102,      43,    -154,     -38,   -3868,   -4259,    -362,      29,  100.0,    1.4,   10.5,    0.1,   13.7,    1.0,    0.8,   14.8,   61.6,    6.4,   28.3,    9.1,    0.1,   65.6,   89.5,   34.4,   10.5,    103,.,.,.,      6,.,.,     17,     13,      6,     46,     16,.,     76,     37,    20.8,    66.1,    30.9,    74.4,    19.5,    63.1,    28.7,    70.1,"(Bitcoin X $0.10)","133742","CME ","133 ","F85","FutOnly"
"Nano Bitcoin  - LMX LABS LLC",240213,2024-02-13,133LM1,FREX,00,133 ,   13667,       0,    3512,     452,       0,       0,       0,      91,     600,     417,   10487,    6728,       0,   11447,   11709,    2220,    1958,    1617,       0,   -2339,     452,       0,       0,       0,   -1909,     320,     417,    1652,    1635,       0,     612,     485,    1005,    1132,  100.0,    0.0,   25.7,    3.3,    0.0,    0.0,    0.0,    0.7,    4.4,    3.1,   76.7,   49.2,    0.0,   83.8,   85.7,   16.2,   14.3,    171,      0,.,.,      0,      0,      0,.,.,.,     82,     84,      0,     85,     88,    13.4,    38.9,    24.5,    46.2,    12.6,    34.7,    23.7,    41.0,"1/100 X Bitcoin Contract $300","133LM1","FREX","133 ","F85","FutOnly"
"Nano Bitcoin  - LMX LABS LLC",240206,2024-02-06,133LM1,FREX,00,133 ,   12050,       0,    5851,       0,       0,       0,       0,    2000,     280,       0,    8835,    5093,       0,   10835,   11224,    1215,     826,     836,       0,    2897,     -17,       0,       0,       0,    1909,   -1515,       0,      90,     693,       0,    1982,    2058,   -1146,   -1222,  100.0,    0.0,   48.6,    0.0,    0.0,    0.0,    0.0,   16.6,    2.3,    0.0,   73.3,   42.3,    0.0,   89.9,   93.1,   10.1,    6.9,    129,      0,.,      0,      0,      0,      0,.,.,      0,     78,     47,      0,     80,     49,    25.8,    58.2,    38.1,    69.0,    25.8,    58.2,    38.1,    69.0,"1/100 X Bitcoin Contract $300","133LM1","FREX","133 ","F85","FutOnly"
"Nano Bitcoin  - LMX LABS LLC",240130,2024-01-30,133LM1,FREX,00,133 ,   11214,       0,    2954,      17,       0,       0,       0,      91,    1795,       0,    8745,    4400,       0,    8853,    9166,    2361,    2048,   -6580,    -675,    2954,      17,       0,       0,       0,   -1997,   -9012,      -5,   -2778,    -693,       0,   -5438,   -6739,   -1142,     159,  100.0,    0.0,   26.3,    0.2,    0.0,    0.0,    0.0,    0.8,   16.0,    0.0,   78.0,   39.2,    0.0,   78.9,   81.7,   21.1,   18.3,    117,      0,.,.,      0,      0,      0,.,.,      0,     70,     43,      0,     72,     46,    13.6,    46.9,    27.1,    58.9,    13.6,    46.7,    27.1,    58.8,"1/100 X Bitcoin Contract $300","133LM1","FREX","133 ","F85","FutOnly"
"Nano Bitcoin  - LMX LABS LLC",240123,2024-01-23,133LM1,FREX,00,133 ,   17794,     675,       0,       0,       0,       0,       0,    2088,   10807,       5,   11523,    5093,       0,   14291,   15905,    3503,    1889,   -1234,     675,   -2451,    -373,       0,       0,       0,     723,     400,      -1,   -1804,     911,       0,    -780,   -1514,    -454,     280,  100.0,    3.8,    0.0,    0.0,    0.0,    0.0,    0.0,   11.7,   60.7,    0.0,   64.8,   28.6,    0.0,   80.3,   89.4,   19.7,   10.6,    147,.,      0,      0,      0,      0,      0,.,.,.,    101,     42,      0,    104,     44,    19.6,    67.8,    28.2,    75.5,    19.6,    67.8,    28.2,    75.5,"1/100 X Bitcoin Contract $300","133LM1","FREX","133 ","F85","FutOnly"
"Nano Bitcoin  - LMX LABS LLC",240116,2024-01-16,133LM1,FREX,00,133 ,   19028,       0,    2451,     373,       0,       0,       0,    1365,   10407,       6,   13327,    4182,       0,   15071,   17419,    3957,    1609,    3764,       0,    1293,      22,       0,       0,       0,     709,    1408,       6,    2494,    1294,       0,    3231,    4023,     533,    -259,  100.0,    0.0,   12.9,    2.0,    0.0,    0.0,    0.0,    7.2,   54.7,    0.0,   70.0,   22.0,    0.0,   79.2,   91.5,   20.8,    8.5,    164,      0,.,.,      0,      0,      0,.,.,.,    123,     36,      0,    127,     39,    13.0,    74.9,    21.0,    80.2,    13.0,    72.9,    21.0,    78.3,"1/100 X Bitcoin Contract $300","133LM1","FREX","133 ","F85","FutOnly"
"Nano Bitcoin  - LMX LABS LLC",240109,2024-01-09,133LM1,FREX,00,133 ,   15264,       0,    1158,     351,       0,       0,       0,     656,    8999,       0,   10833,    2888,       0,   11840,   13396,    3424,    1868,    7287,       0,   -2603,     344,       0,       0,       0,     656,    8223,       0,    4270,      47,       0,    5270,    6011,    2017,    1276,  100.0,    0.0,    7.6,    2.3,    0.0,    0.0,    0.0,    4.3,   59.0,    0.0,   71.0,   18.9,    0.0,   77.6,   87.8,   22.4,   12.2,    124,      0,.,.,      0,      0,      0,.,.,      0,     96,     25,      0,     98,     27,    11.8,    73.1,    21.7,    78.9,    11.8,    70.8,    21.7,    76.6,"1/100 X Bitcoin Contract $300","133LM1","FREX","133 ","F85","FutOnly"
"Nano Bitcoin  - LMX LABS LLC",240102,2024-01-02,133LM1,FREX,00,133 ,    7977,       0,    3761,       7,       0,       0,       0,       0,     776,       0,    6563,    2841,       0,    6570,    7385,    1407,     592,   -8651,       0,    1189,       7,       0,       0,       0,    -538,   -4734,    -961,   -2370,     408,       0,   -3862,   -4091,   -4789,   -4560,  100.0,    0.0,   47.1,    0.1,    0.0,    0.0,    0.0,    0.0,    9.7,    0.0,   82.3,   35.6,    0.0,   82.4,   92.6,   17.6,    7.4,     91,      0,.,.,      0,      0,      0,      0,.,      0,     64,     24,      0,     65,     27,    19.1,    63.5,    36.8,    78.7,    19.1,    63.4,    36.8,    78.6,"1/100 X Bitcoin Contract $300","133LM1","FREX","133 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,146021,CME ,00,146 ,    6449,     274,    1213,     135,    1563,      34,      39,    2339,    4369,     182,     827,      40,     113,    5472,    6125,     977,     324,     781,      26,     324,      25,     292,       1,      23,     390,      57,     171,    -438,      40,     113,     602,     754,     179,      27,  100.0,    4.2,   18.8,    2.1,   24.2,    0.5,    0.6,   36.3,   67.7,    2.8,   12.8,    0.6,    1.8,   84.9,   95.0,   15.1,    5.0,     85,.,      6,.,     13,.,.,     27,     28,      6,      5,.,.,     54,     41,    20.0,    35.2,    33.4,    53.0,    20.0,    35.0,    33.2,    52.8,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,146021,CME ,00,146 ,    5668,     248,     889,     110,    1271,      33,      16,    1949,    4312,      11,    1265,       0,       0,    4870,    5371,     798,     297,     527,      11,    -132,       6,      -7,      -1,      -1,     137,     606,     -21,     401,       0,       0,     526,     457,       1,      70,  100.0,    4.4,   15.7,    1.9,   22.4,    0.6,    0.3,   34.4,   76.1,    0.2,   22.3,    0.0,    0.0,   85.9,   94.8,   14.1,    5.2,     73,.,      6,.,     11,.,.,     23,     23,.,      5,      0,      0,     44,     34,    24.7,    35.9,    40.0,    62.0,    24.7,    35.9,    39.7,    62.0,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,146021,CME ,00,146 ,    5141,     237,    1021,     104,    1278,      34,      17,    1812,    3706,      32,     864,       0,       0,    4344,    4914,     797,     227,    -995,     -21,    -399,      21,     -13,      33,    -121,    -531,     188,    -263,     146,    -229,     -16,    -798,    -786,    -197,    -209,  100.0,    4.6,   19.9,    2.0,   24.9,    0.7,    0.3,   35.2,   72.1,    0.6,   16.8,    0.0,    0.0,   84.5,   95.6,   15.5,    4.4,     75,.,      6,.,     11,.,.,     24,     24,.,      5,      0,      0,     44,     37,    20.9,    37.9,    36.2,    63.0,    20.9,    37.9,    35.9,    63.0,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,146021,CME ,00,146 ,    6136,     258,    1420,      83,    1291,       1,     138,    2343,    3518,     295,     718,     229,      16,    5142,    5700,     994,     436,    -420,     -43,      78,     -57,    -345,     -42,     123,    -151,    -790,     208,    -140,    -108,       8,    -397,    -580,     -23,     160,  100.0,    4.2,   23.1,    1.4,   21.0,    0.0,    2.2,   38.2,   57.3,    4.8,   11.7,    3.7,    0.3,   83.8,   92.9,   16.2,    7.1,     73,      4,      7,.,     11,.,.,     24,     18,     14,      4,.,.,     50,     42,    19.2,    34.3,    33.4,    57.5,    18.7,    33.3,    32.5,    56.6,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,146021,CME ,00,146 ,    6556,     301,    1342,     140,    1636,      43,      15,    2494,    4308,      87,     858,     337,       8,    5539,    6280,    1017,     276,     703,      71,     117,       3,     133,       1,     -13,     258,     690,     -21,     188,     -41,       8,     627,     744,      76,     -41,  100.0,    4.6,   20.5,    2.1,   25.0,    0.7,    0.2,   38.0,   65.7,    1.3,   13.1,    5.1,    0.1,   84.5,   95.8,   15.5,    4.2,     85,      4,      8,.,     13,.,.,     27,     23,      6,      7,.,.,     56,     38,    18.3,    32.4,    30.7,    54.5,    18.3,    31.8,    30.5,    53.9,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,146021,CME ,00,146 ,    5853,     230,    1225,     137,    1503,      42,      28,    2236,    3618,     108,     670,     378,       0,    4912,    5536,     941,     317,     305,      -3,     135,      93,    -318,       2,      14,     141,     299,      46,     306,    -322,      -3,     276,     264,      29,      41,  100.0,    3.9,   20.9,    2.3,   25.7,    0.7,    0.5,   38.2,   61.8,    1.8,   11.4,    6.5,    0.0,   83.9,   94.6,   16.1,    5.4,     72,.,      7,.,     13,.,.,     23,     19,     10,      4,.,      0,     48,     37,    22.9,    33.4,    37.1,    58.0,    22.5,    32.6,    36.8,    57.2,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,146021,CME ,00,146 ,    5548,     233,    1090,      44,    1821,      40,      14,    2095,    3319,      62,     364,     700,       3,    4636,    5272,     912,     276,     -73,     -30,     -92,      11,     172,      40,      -1,    -219,     354,    -124,     134,    -232,     -26,     -83,     -70,      10,      -3,  100.0,    4.2,   19.6,    0.8,   32.8,    0.7,    0.3,   37.8,   59.8,    1.1,    6.6,   12.6,    0.1,   83.6,   95.0,   16.4,    5.0,     73,.,      6,.,     12,.,.,     25,     16,      5,      6,.,.,     49,     32,    23.2,    33.7,    39.4,    58.2,    22.7,    33.1,    39.0,    57.7,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,146022,CME ,00,146 ,   18346,     751,    6395,     282,    1459,    1737,     560,    5382,    5032,    1292,    7286,    2776,       1,   17013,   18075,    1333,     271,    1262,     751,     714,    -673,     103,      92,       0,    1672,    -746,     -12,    -801,    1788,       0,    1040,    1163,     222,      99,  100.0,    4.1,   34.9,    1.5,    8.0,    9.5,    3.1,   29.3,   27.4,    7.0,   39.7,   15.1,    0.0,   92.7,   98.5,    7.3,    1.5,    106,.,.,.,.,.,.,     11,      8,.,     66,     13,.,     85,     26,    37.3,    67.1,    49.3,    85.0,    33.1,    58.9,    41.6,    74.9,"(0.1 Index Points)","146022","CME ","146 ","F85","FutOnly"
